APN,ADDRESS_PO,AREA,ATTACHED_FLAG,DETACHED_FLAG,IMPROVEMEN,LESS_50K,SFHA_FLAG,FLOOD_FLAG,PUC_DESC,BLOCK,BOOK,LOT,SUBLOT,PARCEL_ID,PERIMETER,RETIRE_DAT,REV_DATE,TAXYEAR,LAND,FIXTURES,TOTAL_GROS,EXEM_HOMEO,NET_ASSESS,ASSESSMENT,TRA,PUC,SITUS_CITY,GEOMETRY_L,GEOMETRY_A,CENT_X,CENT_Y
63072280,2584 Gloria Way,5064.61,,,"$42,956.00 ",1,0,0,Single Family Residence,2,63,28,0,183558,302.59,,5/25/2007,2016,"$8,757 ",,"$51,713 ","$7,000 ","$44,713 ",Annual,21019,1,East Palo Alto,299.2044465,4980.013577,-122.1415997,37.47497883
63072290,2590 Gloria Way,5074.93,,,"$113,174.00 ",0,0,0,Single Family Residence,2,63,29,0,183557,303,,5/25/2007,2017,"$265,961 ",,"$379,135 ",,"$379,135 ",Annual,21019,1,East Palo Alto,299.8794394,4996.88888,-122.1416038,37.47511612
63201270,578 Sacramento St,6832.12,,,"$129,444 ",,,,More than 1 detached living unit,1,63,27,0,182460,354.93,,5/25/2007,2017,"$414,222 ",,"$543,666 ",,"$543,666 ",Annual,21014,91,East Palo Alto,352.8183766,6346.369684,-122.1411787,37.46956529
63072300,1532 Kavanaugh Dr,5095.41,,,"$287,272.00 ",0,0,0,Single Family Residence,2,63,30,0,183556,297.25,,5/25/2007,2017,"$287,272 ",,"$574,544 ",,"$574,544 ",Annual,21019,1,East Palo Alto,306.4717701,5629.251155,-122.1416039,37.47526215
63073010,1568 Kavanaugh Dr,4127.47,,,"$272,649.00 ",0,0,0,Single Family Residence,3,63,1,0,183614,270.13,,5/25/2007,2017,"$272,649 ",,"$545,298 ","$7,000 ","$538,298 ",Annual,21019,1,East Palo Alto,297.1162833,5220.816627,-122.1404051,37.47532106
63073020,2589 Emmett Way,4889.35,,,"$167,749.00 ",0,0,0,Single Family Residence,3,63,2,0,183613,293.48,,5/25/2007,2017,"$167,749 ",,"$335,498 ","$7,000 ","$328,498 ",Annual,21019,1,East Palo Alto,302.3068806,5115.163162,-122.1403993,37.47517904
63090020,1423 Bay Rd,187583.31,,,"$684,086 ",,,,Church,0,63,2,0,183416,1763.74,,5/25/2007,2017,"$169,193 ",,"$853,279 ",,,Annual,21016,71,East Palo Alto,1738.121096,181944.4002,-122.1443592,37.47227813
63073030,2583 Emmett Way,4903.45,,,"$92,812.00 ",0,0,0,Single Family Residence,3,63,3,0,183612,293.94,,5/25/2007,2017,"$53,539 ",,"$146,351 ","$7,000 ","$139,351 ",Annual,21019,1,East Palo Alto,299.4597188,4972.82142,-122.1403945,37.47504056
63073040,2575 Emmett Way,4875.77,,,"$101,169.00 ",0,0,0,Single Family Residence,3,63,4,0,183611,293.53,,5/25/2007,2017,"$96,210 ",,"$197,379 ","$7,000 ","$190,379 ",Annual,21019,1,East Palo Alto,300.4647843,5023.056714,-122.1403898,37.47490335
63073050,2567 Emmett Way,4499.38,,,"$277,263.00 ",0,0,0,Single Family Residence,3,63,5,0,183610,285.85,,5/25/2007,2017,"$277,263 ",,"$554,526 ",,"$554,526 ",Annual,21019,1,East Palo Alto,297.7576439,4887.689594,-122.1403851,37.4747673
63073060,2559 Emmett Way,4777.06,,,"$106,103.00 ",0,0,0,Single Family Residence,3,63,6,0,183609,291.79,,5/25/2007,2017,"$285,419 ",,"$391,522 ",,"$391,522 ",Annual,21019,1,East Palo Alto,299.2407339,4961.856907,-122.1403804,37.4746321
63073070,2551 Emmett Way,5287.48,,,"$34,620.00 ",1,0,0,Single Family Residence,3,63,7,0,183608,302.55,,5/25/2007,2017,"$9,453 ",,"$44,073 ","$7,000 ","$37,073 ",Annual,21019,1,East Palo Alto,309.639234,5481.780341,-122.1403755,37.47448874
62118080,2353 Menalto Ave,7472.09,,,"$247,198 ",,,,More than 1 detached living unit,8,62,8,0,184430,399.08,,5/25/2007,2017,"$165,533 ",,"$412,731 ","$7,000 ","$405,731 ",Annual,21019,91,East Palo Alto,398.0407096,7422.601991,-122.1499178,37.47230123
63073080,2543 Emmett Way,4485.61,,,"$221,810.00 ",0,0,0,Single Family Residence,3,63,8,0,183607,286.1,,5/25/2007,2017,"$264,060 ",,"$485,870 ",,"$485,870 ",Annual,21019,1,East Palo Alto,292.8454094,4642.091977,-122.1403707,37.47434977
63073090,2535 Emmett Way,5112.36,,,"$46,924.00 ",1,0,0,Single Family Residence,3,63,9,0,183606,299.23,,5/25/2007,2017,"$8,932 ",,"$55,856 ","$7,000 ","$48,856 ",Annual,21019,1,East Palo Alto,305.6320301,5281.443164,-122.140366,37.47421355
62121270,,1599.67,,,,,,,Vacant Land,1,62,27,0,184400,164.01,,5/25/2007,2017,$298 ,,$298 ,,$298 ,Annual,21019,0,,163.6888704,1591.864606,-122.1545991,37.4720421
63073100,2527 Emmett Way,4772.27,,,"$34,581.00 ",1,0,0,Single Family Residence,3,63,10,0,183605,292.37,,5/25/2007,2017,"$9,482 ",,"$44,063 ",,"$44,063 ",Annual,21019,1,East Palo Alto,298.4286945,4921.25415,-122.1403611,37.47407349
63073110,2519 Emmett Way,4638.47,,,"$193,800.00 ",0,0,0,Single Family Residence,3,63,11,0,183604,289.78,,5/25/2007,2017,"$510,000 ",,"$703,800 ",,"$703,800 ",Annual,21019,1,East Palo Alto,295.5798593,4778.89496,-122.140357,37.47394033
63073120,2515 Emmett Way,4865.52,,,"$117,873.00 ",0,0,0,Single Family Residence,3,63,12,0,183603,294.62,,5/25/2007,2017,"$117,873 ",,"$235,746 ",,"$235,746 ",Annual,21019,1,East Palo Alto,299.9994007,4999.957129,-122.1403519,37.47380611
63073130,2511 Emmett Way,5361.97,,,"$83,412.00 ",0,0,0,Single Family Residence,3,63,13,0,183602,304.98,,5/25/2007,2017,"$139,023 ",,"$222,435 ",,"$222,435 ",Annual,21019,1,East Palo Alto,308.898844,5444.912613,-122.1403469,37.47366273
63073140,1583 Ursula Way,5222.89,,,"$306,263.00 ",0,0,0,Single Family Residence,3,63,14,0,183601,285.53,,5/25/2007,2017,"$306,263 ",,"$612,526 ",,"$612,526 ",Annual,21019,1,East Palo Alto,292.1004692,5453.199496,-122.1402907,37.47348075
63073150,1575 Ursula Way,4932.68,,,"$35,095.00 ",1,0,0,Single Family Residence,3,63,15,0,183600,281.38,,5/25/2007,2017,"$9,453 ",,"$44,548 ","$7,000 ","$37,548 ",Annual,21019,1,East Palo Alto,292.2625333,5247.647182,-122.1405102,37.47345969
63073160,2504 Farrington Way,5535.63,1,,"$53,848.00 ",0,0,0,Single Family Residence,3,63,16,0,183599,290.77,,5/25/2007,2017,"$401,795 ",,"$455,643 ",,"$455,643 ",Annual,21019,1,East Palo Alto,309.4549151,6202.892935,-122.1407352,37.47343884
63073170,2508 Farrington Way,5734.63,1,,"$141,948.00 ",0,0,0,Single Family Residence,3,63,17,0,183598,310.67,,5/25/2007,2017,"$126,948 ",,"$268,896 ",,"$268,896 ",Annual,21019,1,East Palo Alto,304.0411834,5348.009476,-122.1406937,37.47363694
63073180,2512 Farrington Way,5055.24,,,"$40,402.00 ",1,0,0,Single Family Residence,3,63,18,0,183597,302.15,,5/25/2007,2017,"$9,453 ",,"$49,855 ",,"$49,855 ",Annual,21019,1,East Palo Alto,300.0627644,5002.951588,-122.1406957,37.47377919
62125170,1184 Laurel Ave,7402.91,,,"$66,330 ",,,,SFR converted to 2 units,5,62,17,0,184290,397.86,,5/25/2007,2017,"$31,202 ",,"$97,532 ","$7,000 ","$90,532 ",Annual,21019,92,East Palo Alto,372.8166359,6299.597376,-122.1509739,37.47133075
63073190,2520 Farrington Way,4810.94,,,"$227,091.00 ",0,0,0,Single Family Residence,3,63,19,0,183596,297.33,,5/25/2007,2017,"$227,091 ",,"$454,182 ",,"$454,182 ",Annual,21019,1,East Palo Alto,295.2145068,4760.553127,-122.1407003,37.47391321
63203340,2387 University Ave,8294.38,,,"$95,779 ",,,,Store,3,63,34,0,182503,405.85,,5/25/2007,2017,"$399,683 ",,"$495,462 ",,"$495,462 ",Annual,21044,11,East Palo Alto,411.0786969,8707.465398,-122.1401585,37.47133424
63203380,,5094.75,,,,,,,Vacant Land,3,63,38,0,182515,309.01,,5/25/2007,2017,"$7,383 ",,"$7,383 ",,"$7,383 ",Annual,21010,0,,312.5890948,5144.513066,-122.1422853,37.47113595
63073200,2528 Farrington Way,5299.06,,,"$226,350.00 ",0,0,0,Single Family Residence,3,63,20,0,183595,307,,5/25/2007,2017,"$226,350 ",,"$452,700 ","$7,000 ","$445,700 ",Annual,21019,1,East Palo Alto,304.8620086,5242.925511,-122.140705,37.47405053
63073210,2536 Farrington Way,5097.15,,,"$64,201.00 ",0,0,0,Single Family Residence,3,63,21,0,183594,303.02,,5/25/2007,2017,"$9,453 ",,"$73,654 ","$7,000 ","$66,654 ",Annual,21019,1,East Palo Alto,300.8528133,5042.460024,-122.1407099,37.47419171
63073220,2544 Farrington Way,4933.64,,,"$134,172.00 ",0,0,0,Single Family Residence,3,63,22,0,183593,299.8,,5/25/2007,2017,"$99,064 ",,"$233,236 ",,"$233,236 ",Annual,21019,1,East Palo Alto,297.6036315,4880.021428,-122.1407146,37.47432792
63221580,,1149.02,,,,,,,Vacant Land,1,63,58,0,182380,212.44,,5/25/2007,2017,"$3,155 ",,"$3,155 ",,"$3,155 ",Annual,21046,0,,214.2022828,1168.553537,-122.1395286,37.47095411
63073230,2552 Farrington Way,5300.9,,,"$179,653.00 ",0,0,0,Single Family Residence,3,63,23,0,183592,307.08,,5/25/2007,2017,"$179,653 ",,"$359,306 ",,"$359,306 ",Annual,21019,1,East Palo Alto,304.8559889,5242.620118,-122.1407194,37.47446687
63073240,2560 Farrington Way,4937.94,,,"$47,500.00 ",1,0,0,Single Family Residence,3,63,24,0,183591,299.91,,5/25/2007,2017,"$9,453 ",,"$56,953 ","$7,000 ","$49,953 ",Annual,21019,1,East Palo Alto,298.8467136,4942.156441,-122.1407243,37.47460668
63073250,2568 Farrington Way,4817.76,,,"$149,025.00 ",0,0,0,Single Family Residence,3,63,25,0,183590,297.55,,5/25/2007,2017,"$149,025 ",,"$298,050 ",,"$298,050 ",Annual,21019,1,East Palo Alto,296.4505792,4822.319681,-122.1407289,37.47474071
63073260,2576 Farrington Way,5179.4,,,"$253,710.00 ",0,0,0,Single Family Residence,3,63,26,0,183589,304.71,,5/25/2007,2017,"$253,710 ",,"$507,420 ",,"$507,420 ",Annual,21019,1,East Palo Alto,303.591938,5179.382895,-122.1407336,37.47487801
63073270,2584 Farrington Way,5262.16,,,"$281,704.00 ",0,0,0,Single Family Residence,3,63,27,0,183588,306.36,,5/25/2007,2017,"$168,173 ",,"$449,877 ",,"$449,877 ",Annual,21019,1,East Palo Alto,300.4947828,5024.556257,-122.1407385,37.47501808
63073280,2590 Farrington Way,5031.25,,,"$37,329.00 ",1,0,0,Single Family Residence,3,63,28,0,183587,301.81,,5/25/2007,2017,"$9,453 ",,"$46,782 ","$7,000 ","$39,782 ",Annual,21019,1,East Palo Alto,299.455719,4972.621447,-122.1407432,37.47515531
63073290,1560 Kavanaugh Dr,4786.65,,,"$157,305.00 ",0,0,0,Single Family Residence,3,63,29,0,183586,290.68,,5/25/2007,2017,"$157,305 ",,"$314,610 ",,"$314,610 ",Annual,21019,1,East Palo Alto,305.7187526,5604.877789,-122.1407442,37.47530082
63074030,2508 Emmett Way,5410.46,,,"$168,844.00 ",0,0,0,Single Family Residence,4,63,3,0,183628,309.78,,5/25/2007,2017,"$168,844 ",,"$337,688 ",,"$337,688 ",Annual,21019,1,East Palo Alto,306.4292845,5321.220316,-122.139826,37.47355075
63074040,2512 Emmett Way,4648.95,,,"$34,620.00 ",1,0,0,Single Family Residence,4,63,4,0,183627,295.05,,5/25/2007,2017,"$9,453 ",,"$44,073 ","$7,000 ","$37,073 ",Annual,21019,1,East Palo Alto,291.2485035,4562.181459,-122.1398306,37.47368642
63074050,2516 Emmett Way,5187.6,,,"$102,000.00 ",0,0,0,Single Family Residence,4,63,5,0,183626,305.84,,5/25/2007,2017,"$561,000 ",,"$663,000 ",,"$663,000 ",Annual,21019,1,East Palo Alto,301.6010459,5079.808108,-122.1398352,37.47381877
63074060,2520 Emmett Way,5159.87,,,"$263,384.00 ",0,0,0,Single Family Residence,4,63,6,0,183625,305.53,,5/25/2007,2017,"$263,384 ",,"$526,768 ","$7,000 ","$519,768 ",Annual,21019,1,East Palo Alto,300.8319812,5041.35555,-122.13984,37.47395771
63171250,1208 Bay Rd,6219.09,,,"$196,303 ",,,,SFR converted to 2 units,1,63,25,0,182902,354.5,,5/25/2007,2017,"$196,303 ",,"$392,606 ",,"$392,606 ",Annual,21020,92,East Palo Alto,358.5727115,6668.074553,-122.1478908,37.4703878
63232250,1085 Weeks St,4952.33,,,"$38,941 ",,,,More than 1 detached living unit,2,63,25,0,182375,292.89,,5/25/2007,2017,"$363,534 ",,"$402,475 ",,,Annual,21046,91,East Palo Alto,291.464687,4670.278552,-122.1312277,37.47046034
63074070,2528 Emmett Way,5010.19,,,"$55,291.00 ",0,0,0,Single Family Residence,4,63,7,0,183624,302.84,,5/25/2007,2017,"$9,453 ",,"$64,744 ","$7,000 ","$57,744 ",Annual,21019,1,East Palo Alto,297.6898384,4884.247804,-122.1398447,37.47409396
63074080,2536 Emmett Way,5388.44,,,"$291,248.00 ",0,0,0,Single Family Residence,4,63,8,0,183623,310.44,,5/25/2007,2017,"$291,248 ",,"$582,496 ","$7,000 ","$575,496 ",Annual,21019,1,East Palo Alto,304.8311844,5241.315951,-122.1398495,37.47423295
63074090,2544 Emmett Way,5112.19,,,"$150,595.00 ",0,0,0,Single Family Residence,4,63,9,0,183622,305.31,,5/25/2007,2017,"$471,681 ",,"$622,276 ",,"$622,276 ",Annual,21019,1,East Palo Alto,299.2329243,4961.402051,-122.1398544,37.474373
63074100,2552 Emmett Way,4999.19,,,"$357,000.00 ",0,0,0,Single Family Residence,4,63,10,0,183621,303.35,,5/25/2007,2017,"$357,000 ",,"$714,000 ",,"$714,000 ",Annual,21019,1,East Palo Alto,296.8297813,4841.245408,-122.139859,37.47450756
63074110,2560 Emmett Way,5175.78,,,"$38,276.00 ",1,0,0,Single Family Residence,4,63,11,0,183620,307,,5/25/2007,2017,"$9,453 ",,"$47,729 ","$7,000 ","$40,729 ",Annual,21019,1,East Palo Alto,300.0339611,5001.45383,-122.1398637,37.47464267
63074120,2568 Emmett Way,5186.58,,,"$156,399.00 ",0,0,0,Single Family Residence,4,63,12,0,183619,307.45,,5/25/2007,2017,"$124,732 ",,"$281,131 ",,"$281,131 ",Annual,21019,1,East Palo Alto,300.0219417,5000.853511,-122.1398684,37.47477998
63074130,2576 Emmett Way,5281.31,,,"$247,573.00 ",0,0,0,Single Family Residence,4,63,13,0,183618,309.51,,5/25/2007,2017,"$247,573 ",,"$495,146 ","$7,000 ","$488,146 ",Annual,21019,1,East Palo Alto,301.6240417,5080.957877,-122.1398732,37.47491837
63074140,2584 Emmett Way,5460.19,,,"$34,620.00 ",1,0,0,Single Family Residence,4,63,14,0,183617,313.18,,5/25/2007,2017,"$9,453 ",,"$44,073 ","$7,000 ","$37,073 ",Annual,21019,1,East Palo Alto,302.3500653,5117.259523,-122.139878,37.47505836
63074150,2590 Emmett Way,5313.74,,,"$305,578.00 ",0,0,0,Single Family Residence,4,63,15,0,183616,310.61,,5/25/2007,2017,"$185,680 ",,"$491,258 ",,"$491,258 ",Annual,21019,1,East Palo Alto,300.4579731,5022.630078,-122.1398829,37.47519755
63131320,1847 Bay Rd,9588.49,,,"$45,125 ",,,,Auto/Sales Repair,1,63,32,0,183219,390.66,,5/25/2007,2017,"$14,093 ",,"$59,218 ",,"$59,218 ",Annual,21042,26,East Palo Alto,393.7651708,9723.628606,-122.1337654,37.47247528
63074160,1590 Kavanaugh Dr,4965.25,,,"$107,190.00 ",0,0,0,Single Family Residence,4,63,16,0,183615,290.24,,5/25/2007,2017,"$74,203 ",,"$181,393 ",,"$181,393 ",Annual,21019,1,East Palo Alto,298.159337,5426.366809,-122.1398843,37.47534129
63081020,1617 Notre Dame Ave,5886.44,1,,"$189,266.00 ",0,0,0,Single Family Residence,1,63,2,0,183530,317.73,,5/25/2007,2017,"$189,266 ",,"$378,532 ","$7,000 ","$371,532 ",Annual,21031,1,East Palo Alto,315.83889,5791.718304,-122.1393192,37.47609956
63081030,1621 Notre Dame Ave,5081.01,,,"$506,496.00 ",0,0,0,Single Family Residence,1,63,3,0,183529,301.62,,5/25/2007,2017,"$101,771 ",,"$608,267 ","$7,000 ","$601,267 ",Annual,21031,1,East Palo Alto,303.3315429,5166.317225,-122.1391305,37.47610397
63081040,1637 Notre Dame Ave,4801.04,,,"$29,756.00 ",1,0,0,Single Family Residence,1,63,4,0,183528,296.02,,5/25/2007,2016,"$8,757 ",,"$38,513 ","$7,000 ","$31,513 ",Annual,21031,1,East Palo Alto,296.0239126,4801.07751,-122.1389587,37.47610661
63103310,1585 Bay Rd,34107.61,,,"$265,817 ",,,,Restaurant,3,63,31,0,183342,768.55,,5/25/2007,2017,"$1,237,896 ",,"$1,503,713 ",,"$1,503,713 ",Annual,21044,21,East Palo Alto,781.4060463,35113.59424,-122.1400732,37.47191955
63081050,1643 Notre Dame Ave,4840.93,,,"$37,547.00 ",1,0,0,Single Family Residence,1,63,5,0,183527,296.82,,5/25/2007,2017,"$9,453 ",,"$47,000 ","$7,000 ","$40,000 ",Annual,21031,1,East Palo Alto,301.3233943,5065.744846,-122.1387888,37.47610904
63081060,1655 Notre Dame Ave,5201.08,,,"$115,756.00 ",0,0,0,Single Family Residence,1,63,6,0,183526,304.02,,5/25/2007,2017,"$115,756 ",,"$231,512 ","$7,000 ","$224,512 ",Annual,21031,1,East Palo Alto,299.5363676,4976.39379,-122.1386158,37.47611387
63081070,1663 Notre Dame Ave,5080.87,,,"$89,618.00 ",0,0,0,Single Family Residence,1,63,7,0,183525,301.62,,5/25/2007,2017,"$89,618 ",,"$179,236 ",,"$179,236 ",Annual,21031,1,East Palo Alto,301.6210169,5080.932165,-122.1384426,37.47611635
63081080,1675 Notre Dame Ave,4677.85,,,"$100,189.00 ",0,0,0,Single Family Residence,1,63,8,0,183524,293.56,,5/25/2007,2017,"$100,189 ",,"$200,378 ","$7,000 ","$193,378 ",Annual,21031,1,East Palo Alto,294.9629772,4748.049835,-122.1382732,37.47611915
63082010,1610 Notre Dame Ave,8023.31,1,1,"$104,649.00 ",0,0,0,Single Family Residence,2,63,1,0,183523,359.4,,5/25/2007,2017,"$104,649 ",,"$209,298 ","$7,000 ","$202,298 ",Annual,21031,1,East Palo Alto,353.6200892,7651.96519,-122.139233,37.47573002
63082020,2595 Annapolis St,5224.89,,,"$126,651.00 ",0,0,0,Single Family Residence,2,63,2,0,183522,312.78,,5/25/2007,2017,"$126,651 ",,"$253,302 ",,"$253,302 ",Annual,21031,1,East Palo Alto,320.0036669,5500.084903,-122.1392261,37.47556586
63082030,2589 Annapolis St,5507.57,1,,"$114,096.00 ",0,0,0,Single Family Residence,2,63,3,0,183521,317.62,,5/25/2007,2017,"$114,096 ",,"$228,192 ",,"$228,192 ",Annual,21031,1,East Palo Alto,320.0036879,5500.085578,-122.1392213,37.47542859
63082040,2581 Annapolis St,5408.79,,,"$133,401.00 ",0,0,0,Single Family Residence,2,63,4,0,183520,315.38,,5/25/2007,2017,"$133,401 ",,"$266,802 ",,"$266,802 ",Annual,21031,1,East Palo Alto,320.0046774,5500.110239,-122.1392164,37.47529132
63082050,2575 Annapolis St,5050.44,,,"$162,090.00 ",0,0,0,Single Family Residence,2,63,5,0,183519,308.29,,5/25/2007,2017,"$162,090 ",,"$324,180 ","$7,000 ","$317,180 ",Annual,21031,1,East Palo Alto,320.0026775,5500.00024,-122.1392116,37.47515405
63232240,1045 Weeks St,41771.35,,,"$326,343 ",,,,Light Mfg.,2,63,24,0,182376,980.47,,5/25/2007,2017,"$430,649 ",,"$756,992 ",,"$756,992 ",Annual,21046,31,East Palo Alto,973.4645265,42734.46087,-122.1315211,37.47082057
63082060,2569 Annapolis St,5249.52,,,"$148,808.00 ",0,0,0,Single Family Residence,2,63,6,0,183518,311.62,,5/25/2007,2017,"$148,808 ",,"$297,616 ",,"$297,616 ",Annual,21031,1,East Palo Alto,320.0046774,5500.110239,-122.1392068,37.47501679
63082070,2561 Annapolis St,5605.21,1,,"$127,323.00 ",0,0,0,Single Family Residence,2,63,7,0,183517,317.91,,5/25/2007,2017,"$127,323 ",,"$254,646 ",,"$254,646 ",Annual,21031,1,East Palo Alto,320.0046774,5500.110239,-122.1392019,37.47487952
63203160,2387 University Ave,4807.41,,,"$260,937 ",,,,Store,3,63,16,0,182527,293.89,,5/25/2007,2017,"$262,207 ",,"$523,144 ",,"$523,144 ",Annual,21046,11,East Palo Alto,287.1847881,4775.566904,-122.1399532,37.47122779
63082080,2555 Annapolis St,5202.19,,,"$140,558.00 ",0,0,0,Single Family Residence,2,63,8,0,183516,309.91,,5/25/2007,2017,"$87,333 ",,"$227,891 ","$7,000 ","$220,891 ",Annual,21031,1,East Palo Alto,320.0036879,5500.085577,-122.1391971,37.47474225
63082090,2547 Annapolis St,5101.34,,,"$109,785.00 ",0,0,0,Single Family Residence,2,63,9,0,183515,307.6,,5/25/2007,2017,"$109,785 ",,"$219,570 ","$7,000 ","$212,570 ",Annual,21031,1,East Palo Alto,320.0036669,5500.084903,-122.1391923,37.47460498
63082100,2545 Annapolis St,5291.98,,,"$100,000.00 ",0,0,0,Single Family Residence,2,63,10,0,183514,310.83,,5/25/2007,2017,"$500,000 ",,"$600,000 ",,"$600,000 ",Annual,21031,1,East Palo Alto,320.0036879,5500.085577,-122.1391875,37.47446771
63082110,2539 Annapolis St,5069.19,,,"$172,112.00 ",0,0,0,Single Family Residence,2,63,11,0,183513,306.19,,5/25/2007,2017,"$172,112 ",,"$344,224 ",,"$344,224 ",Annual,21031,1,East Palo Alto,320.0026608,5500.029639,-122.1391826,37.47433044
63082120,2529 Annapolis St,5340.88,,,"$173,400.00 ",0,0,0,Single Family Residence,2,63,12,0,183512,311,,5/25/2007,2017,"$489,600 ",,"$663,000 ","$7,000 ","$656,000 ",Annual,21031,1,East Palo Alto,320.0026818,5500.030316,-122.1391778,37.47419317
63221460,2370 Cooley Ave,28726.75,,,"$1,200,030 ",,,,Five or More Units,1,63,46,0,182383,769.24,,5/25/2007,2017,"$513,609 ",,"$1,713,639 ",,"$1,713,639 ",Annual,21014,5,East Palo Alto,773.4242165,29215.74622,-122.1389237,37.47075754
63082130,2525 Annapolis St,5286.42,,,"$164,439.00 ",0,0,0,Single Family Residence,2,63,13,0,183511,309.56,,5/25/2007,2017,"$9,453 ",,"$173,892 ",,"$173,892 ",Annual,21031,1,East Palo Alto,320.0046774,5500.110239,-122.139173,37.4740559
63082140,2521 Annapolis St,4768.15,,,"$151,515.00 ",0,0,0,Single Family Residence,2,63,14,0,183510,299.18,,5/25/2007,2017,"$151,515 ",,"$303,030 ",,"$303,030 ",Annual,21031,1,East Palo Alto,320.0046774,5500.110239,-122.1391681,37.47391863
63082150,2507 Annapolis St,6908.12,1,,"$30,479.00 ",1,0,0,Single Family Residence,2,63,15,0,183509,333.36,,5/25/2007,2017,"$9,453 ",,"$39,932 ",,"$39,932 ",Annual,21031,1,East Palo Alto,353.5604832,7653.986857,-122.1391636,37.4737544
63083010,2599 Baylor St,7453.25,1,,"$121,023.00 ",0,0,0,Single Family Residence,3,63,1,0,183508,346.11,,5/25/2007,2017,"$80,501 ",,"$201,524 ",,"$201,524 ",Annual,21031,1,East Palo Alto,333.6200081,6951.951137,-122.1383545,37.47574653
63083020,2593 Baylor St,5122.46,,,"$137,446.00 ",0,0,0,Single Family Residence,3,63,2,0,183507,306.85,,5/25/2007,2017,"$137,446 ",,"$274,892 ",,"$274,892 ",Annual,21031,1,East Palo Alto,300.0032825,5000.072352,-122.1383476,37.47558243
63083030,2587 Baylor St,5343.43,,,"$71,134.00 ",0,0,0,Single Family Residence,3,63,3,0,183506,311.08,,5/25/2007,2017,"$28,680 ",,"$99,814 ","$7,000 ","$92,814 ",Annual,21031,1,East Palo Alto,300.0032992,5000.047921,-122.1383427,37.47544516
63083040,2579 Baylor St,5552.16,1,,"$169,206.00 ",0,0,0,Single Family Residence,3,63,4,0,183505,315.07,,5/25/2007,2017,"$169,206 ",,"$338,412 ",,"$338,412 ",Annual,21031,1,East Palo Alto,300.0053158,5000.12349,-122.1383379,37.47530789
63083050,2573 Baylor St,5092.93,,,"$443,700.00 ",0,0,0,Single Family Residence,3,63,5,0,183504,306.26,,5/25/2007,2017,"$443,700 ",,"$887,400 ","$7,000 ","$880,400 ",Annual,21031,1,East Palo Alto,300.0043053,5000.098184,-122.1383331,37.47517062
63083060,2567 Baylor St,4755.8,,,"$61,238.00 ",0,0,0,Single Family Residence,3,63,6,0,183503,299.79,,5/25/2007,2017,"$52,489 ",,"$113,727 ",,"$113,727 ",Annual,21031,1,East Palo Alto,300.0043053,5000.098184,-122.1383283,37.47503335
63083070,2565 Baylor St,5342.21,,,"$90,656.00 ",0,0,0,Single Family Residence,3,63,7,0,183502,311.03,,5/25/2007,2017,"$43,725 ",,"$134,381 ",,"$134,381 ",Annual,21031,1,East Palo Alto,300.0032992,5000.04792,-122.1383234,37.47489608
63083080,2559 Baylor St,5216.58,,,"$28,085.00 ",1,0,0,Single Family Residence,3,63,8,0,183501,308.62,,5/25/2007,2017,"$9,453 ",,"$37,538 ",,"$37,538 ",Annual,21031,1,East Palo Alto,300.004293,5000.097658,-122.1383186,37.47475881
63083090,2543 Baylor St,5341.12,,,"$255,844.00 ",0,0,0,Single Family Residence,3,63,9,0,183500,311,,5/25/2007,2017,"$241,844 ",,"$497,688 ","$7,000 ","$490,688 ",Annual,21031,1,East Palo Alto,300.0043097,5000.073227,-122.1383138,37.47462154
63263290,960 Weeks St,7224.71,,,"$153,672 ",,,,SFR converted to 2 units,3,63,29,0,182248,353.88,,5/25/2007,2017,"$43,725 ",,"$197,397 ","$7,000 ","$190,397 ",Annual,21014,92,East Palo Alto,359.0099461,7399.968939,-122.1334847,37.46995817
63083100,2535 Baylor St,5008.59,,,"$115,112.00 ",0,0,0,Single Family Residence,3,63,10,0,183499,304.62,,5/25/2007,2017,"$115,112 ",,"$230,224 ",,"$230,224 ",Annual,21031,1,East Palo Alto,300.0043053,5000.098183,-122.138309,37.47448427
63083110,2529 Baylor St,5214.25,,,"$97,160.00 ",0,0,0,Single Family Residence,3,63,11,0,183498,308.56,,5/25/2007,2017,"$9,453 ",,"$106,613 ","$7,000 ","$99,613 ",Annual,21031,1,East Palo Alto,300.0032992,5000.047921,-122.1383041,37.474347
63083120,2519 Baylor St,5257.8,,,"$176,043.00 ",0,0,0,Single Family Residence,3,63,12,0,183497,309.39,,5/25/2007,2017,"$507,421 ",,"$683,464 ","$7,000 ","$676,464 ",Annual,21031,1,East Palo Alto,300.004293,5000.097658,-122.1382993,37.47420973
63083130,2513 Baylor St,5216.78,,,"$122,438.00 ",0,0,0,Single Family Residence,3,63,13,0,183496,308.6,,5/25/2007,2017,"$122,438 ",,"$244,876 ","$7,000 ","$237,876 ",Annual,21031,1,East Palo Alto,300.004293,5000.097658,-122.1382945,37.47407246
63263250,2338 Clarke Ave,9886.84,,,"$36,089 ",,,,SFR converted to 2 units,3,63,25,0,182254,395.77,,5/25/2007,2017,"$15,455 ",,"$51,544 ",,"$51,544 ",Annual,21014,92,East Palo Alto,402.9929201,10221.87895,-122.1345813,37.46997418
